ident,type,description,mhz
KCKZ,UNIC,CTAF/UNICOM,123.000
KCLE,APP,APP,119.625
KCLE,ATIS,ATIS,127.850
KCLE,CLD,CLNC DEL,125.050
KCLE,DEP,DEP,118.150
KCLE,GND,GND,121.700
KCLE,RDO,RDO,122.200
KCLE,RMP,RAMP CON,129.170
KCLE,TWR,TWR,120.900
KCLE,UNIC,UNICOM,122.950
KCLI,A/D,GREEN BAY APP/DEP,126.300
KCLI,AWOS,AWOS 3,120.675
KCLI,UNIC,CTAF/UNICOM,122.800
KCLK,A/D,FORT WORTH CNTR,128.400
KCLK,ASOS,AWOS,119.225
KCLK,UNIC,CTAF/UNICOM,122.800
KCLL,ATIS,ATIS,126.850
KCLL,CNTR,HOUSTON CNTR,120.400
KCLL,CTAF,CTAF,118.500
KCLL,GND,GND,128.700
KCLL,RDO,MONTGOMERY CO RDO,122.200
KCLL,TWR,TWR,118.500
KCLL,UNIC,UNICOM,122.950
KCLM,A/D,WHIDBEY APP/DEP,118.200
KCLM,ASOS,ASOS,135.175
KCLM,CLD,CLNC DEL,124.150
KCLM,RDO,SEATTLE RDO,122.600
KCLM,UNIC,CTAF/UNICOM,123.000
KCLR,ARTC,LOS ANGELES CNTR,128.600
KCLR,CTAF,CTAF,122.900
KCLS,APP,SEATTLE APP,121.100
KCLS,DEP,SEATTLE DEP,124.200
KCLS,UNIC,CTAF/UNICOM,122.800
KCLT,A/D,APP/DEP,120.050
KCLT,ATIS,ATIS,121.150
KCLT,CLD,CLNC DEL,127.150
KCLT,GND,GND,121.800
KCLT,POST,BASE OPS COMD POST,29.220
KCLT,RDO,RALEIGH RDO,122.400
KCLT,TWR,TWR,118.100
KCLT,UNIC,UNICOM,122.950
KCLW,A/D,TAMPA APP/DEP,125.300
KCLW,UNIC,CTAF/UNICOM,123.000
KCMA,A/D,PT MUGU APP/DEP,124.700
KCMA,ATIS,ATIS,126.025
KCMA,CLD,CLNC DEL,121.800
KCMA,CTAF,CTAF,128.200
KCMA,GND,GND,121.800
KCMA,TWR,TWR,128.200
KCMD,A/D,HUNTSVILLE APP/DEP,118.050
KCMD,AWOS,AWOS 3,124.175
KCMD,UNIC,CTAF/UNICOM,122.800
KCMH,A/D,COLUMBUS APP/DEP,118.200
KCMH,A/D,COLUMBUS APP/DEP,33.822
KCMH,ATIS,ATIS,124.600
KCMH,CLD,CLNC DEL,126.300
KCMH,GND,GND,121.900
KCMH,RDO,DAYTON RDO,122.200
KCMH,TWR,TWR,132.700
KCMH,UNIC,UNICOM,122.950
KCMI,A/D,CHAMPAIGN APP/DEP,121.350
KCMI,ATIS,ATIS,124.850
KCMI,CLD,CLNC DEL,128.750
KCMI,CTAF,CTAF,120.400
KCMI,GND,GND,121.800
KCMI,RDO,ST LOUIS RDO,110.000
KCMI,TWR,CHAMPAIGN TWR,118.250
KCMI,UNIC,UNICOM,122.950
KCMR,AWOS,AWOS 3,121.125
KCMR,RDO,PRESCOTT RDO,122.300
KCMR,UNIC,CTAF/UNICOM,122.800
KCMX,ASOS,ASOS,125.675
KCMX,CNTR,MINNEAPOLIS CNTR,127.200
KCMX,RDO,GREEN BAY RDO,122.525
KCMX,UNIC,CTAF/UNICOM,122.700
KCMY,A/D,VOLK APP/DEP,135.250
KCMY,AWOS,AWOS 3,118.375
KCMY,CTAF,CTAF,124.600
KCMY,MISC,RANGE,41.900
KCMY,TWR,TWR,38.500
KCNB,A/D,MINNEAPOLIS CNTR,128.500
KCNB,AWOS,AWOS 3,118.575
KCNB,CTAF,CTAF,122.900
KCNC,A/D,DES MOINES APP/DEP,135.200
KCNC,AWOS,AWOS 3,125.525
KCNC,UNIC,CTAF/UNICOM,122.800
KCNH,CNTR,BOSTON CNTR,134.700
KCNH,RDO,BANGOR RDO,122.400
KCNH,UNIC,CTAF/UNICOM,122.700
KCNK,ASOS,ASOS,121.225
KCNK,CNTR,KANSAS CITY CNTR,134.900
KCNK,UNIC,CTAF/UNICOM,122.800
KCNM,ASOS,ASOS,118.375
KCNM,CNTR,ALBUQUERQUE CNTR,135.875
KCNM,RDO,ALBUQUERQUE RDO,122.650
KCNM,UNIC,CTAF/UNICOM,122.950
KCNO,A/D,SOCAL APP/DEP,135.400
KCNO,ATIS,ATIS,125.850
KCNO,CTAF,CTAF,118.500
KCNO,GND,GND,121.600
KCNO,TWR,TWR,118.500
KCNO,UNIC,UNICOM,122.950
KCNP,CNTR,DENVER CNTR,118.475
KCNP,CTAF,CTAF,122.900
KCNU,ASOS,ASOS,127.075
KCNU,CNTR,KANSAS CITY CNTR,132.900
KCNU,RDO,WICHITA RDO,122.350
KCNU,UNIC,CTAF/UNICOM,122.700
KCNW,APP,WACO APP,135.200
KCNW,AWOS,AWOS 3,134.225
KCNW,CTAF,CTAF,124.000
KCNW,DEP,WACO DEP,126.125
KCNW,GND,GND,121.700
KCNW,MISC,CTAS RDO,123.550
KCNW,RDO,FORT WORTH RDO,122.150
KCNW,TWR,TWR,124.000
KCNW,UNIC,UNICOM,122.950
KCNY,ASOS,ASOS,118.525
KCNY,CNTR,DENVER CNTR,134.500
KCNY,RDO,CEDAR CITY RDO,122.300
KCNY,UNIC,CTAF/UNICOM,122.800
KCOD,AWOS,AWOS 3,135.075
KCOD,CNTR,SALT LAKE CITY CNTR,133.250
KCOD,RDO,CASPER RDO,122.300
KCOD,UNIC,CTAF/UNICOM,122.800
KCOE,A/D,SPOKANE APP/DEP,132.100
KCOE,AWOS,AWOS 3,135.075
KCOE,CNTR,SEATTLE CNTR,123.950
KCOE,RDO,BOISE RDO,122.050
KCOE,UNIC,CTAF/UNICOM,122.800
KCOF,A/D,ORLANDO APP/DEP,132.650
KCOF,ATIS,ATIS,119.175
KCOF,CLD,CLNC DEL,118.400
KCOF,GND,GND,124.350
KCOF,OPS,RESCUE OPS,138.475
KCOF,OPS,KING OPS,150.350
KCOF,OPS,BEACH OPS,311.000
KCOF,PMSV,PMSV METRO,344.600
KCOF,PTD,PTD,139.300
KCOF,TWR,TWR,133.750
KCOI,A/D,ORLANDO APP/DEP,134.950
KCOI,ASOS,ASOS,119.025
KCOI,CTAF,CTAF/UNICOM,122.975
KCOM,CNTR,FORT WORTH CNTR,127.345
KCOM,UNIC,CTAF/UNICOM,122.800
KCON,A/D,BOSTON APP/DEP,127.350
KCON,ASOS,ASOS,132.320
KCON,CLD,CLNC DEL,133.650
KCON,OPS,ARNG OPS,32.100
KCON,RDO,BANGOR RDO,122.300
KCON,UNIC,CTAF/UNICOM,122.700
KCOQ,A/D,DULUTH APP/DEP,125.450
KCOQ,AWOS,AWOS 3,118.525
KCOQ,CLD,DULUTH CLNC DEL,122.150
KCOQ,UNIC,CTAF/UNICOM,122.800
KCOS,APP,SPRINGS APP,118.500
KCOS,ATIS,ATIS,125.000
KCOS,CLD,CLNC DEL,134.450
KCOS,CTAF,CTAF,124.150
KCOS,DEP,SPRINGS DEP,124.000
KCOS,GND,GND,121.700
KCOS,OPS,AFRC OPS,29.840
KCOS,PMSV,PMSV PETERSON METRO,34.920
KCOS,PTD,PETERSON PTD,122.850
KCOS,RDO,DENVER RDO,122.250
KCOS,TWR,SPRINGS TWR,119.900
KCOS,UNIC,UNICOM,122.950
KCOT,ASOS,ASOS,134.075
KCOT,CNTR,HOUSTON CNTR,134.600
KCOT,RDO,SAN ANGELO RDO,122.200
KCOT,UNIC,CTAF/UNICOM,122.700
KCOU,A/D,MIZZU APP/DEP,124.375
KCOU,ATIS,ATIS,128.450
KCOU,CTAF,CTAF,119.300
KCOU,GND,GND,121.600
KCOU,RDO,RDO,122.200
KCOU,TWR,TWR,119.300
KCOU,UNIC,UNICOM,122.950
KCPC,A/D,MYRTLE BEACH APP/DEP,119.200
KCPC,AWOS,AWOS 3,118.375
KCPC,UNIC,CTAF/UNICOM,122.800
KCPK,A/D,NORFOLK APP/DEP,118.900
KCPK,AWOS,AWOS 3,123.675
KCPK,UNIC,CTAF/UNICOM,123.050
KCPM,UNIC,CTAF/UNICOM,123.050
KCPR,A/D,CASPER APP/DEP,119.000
KCPR,AAS,VFR ADVSY SVC,118.300
KCPR,ATIS,ATIS,126.150
KCPR,CTAF,CTAF,118.300
KCPR,GCCD,CASPER GND/CLNC DEL,121.900
KCPR,RDO,CASPER RDO,122.200
KCPR,TWR,CASPER TWR,118.300
KCPR,UNIC,UNICOM,122.950
KCPS,A/D,APP/DEP,123.700
KCPS,ATIS,ATIS,121.450
KCPS,CLD,CLNC DEL,121.800
KCPS,CTAF,CTAF,119.925
KCPS,GND,GND,121.800
KCPS,TWR,DOWNTOWN TWR,119.925
KCPS,UNIC,UNICOM,122.950
KCPT,A/D,RGNL APP/DEP,135.975
KCPT,AWOS,AWOS 3,119.525
KCPT,UNIC,CTAF/UNICOM,122.800
KCPU,APRCH,Norcal Approach/Departure,125.100
KCPU,AWOS,AWOS 3,118.525
KCPU,CNTR,OAKLAND CNTR,126.850
KCPU,CTAF,CTAF/UNICOM,123.000
KCPU,FSS,RANCHO RDO,122.300
KCQA,A/D,DAYTON APP/DEP,134.450
KCQA,UNIC,CTAF/UNICOM,122.800
KCQB,AWOS,AWOS 3,119.275
KCQB,CNTR,KANSAS CITY CNTR,128.300
KCQB,UNIC,CTAF/UNICOM,122.900
KCQM,AWOS,AWOS 3,118.175
KCQM,CTAF,CTAF,122.900
KCQM,RDO,PRINCETON RDO,122.450
KCQW,A/D,FLORENCE APP/DEP,118.600
KCQW,AWOS,AWOS 3,118.175
KCQW,UNIC,CTAF/UNICOM,122.800
KCQX,A/D,CAPE APP/DEP,118.200
KCQX,ASOS,ASOS,135.875
KCQX,CLD,CLNC DEL,127.300
KCQX,UNIC,CTAF/UNICOM,122.800
KCRE,A/D,MYRTLE BEACH APP/DEP,119.200
KCRE,ATIS,ATIS,119.625
KCRE,CTAF,CTAF,124.600
KCRE,GND,STRAND GND,121.800
KCRE,RDO,ANDERSON RDO,123.600
KCRE,TWR,STRAND TWR,124.600
KCRE,UNIC,UNICOM,122.950
KCRG,APP,JACKSONVILLE APP,124.900
KCRG,ATIS,ATIS,125.400
KCRG,CLD,CLNC DEL,118.350
KCRG,CTAF,CTAF,132.100
KCRG,DEP,JACKSONVILLE DEP,118.000
KCRG,GND,GND,121.800
KCRG,RDO,GAINESVILLE RDO,122.200
KCRG,TWR,TWR,132.100
KCRG,UNIC,UNICOM,122.950
KCRP,A/D,APP/DEP,120.900
KCRP,ATIS,ATIS,126.800
KCRP,CLD,CLNC DEL,118.550
KCRP,GND,GND,121.900
KCRP,RDO,SAN ANGELO RDO,122.650
KCRP,TWR,TWR,119.400
KCRP,UNIC,UNICOM,122.950
KCRQ,A/D,SOCAL APP/DEP,127.300
KCRQ,ATIS,ATIS,120.150
KCRQ,CLD,CLNC DEL,134.850
KCRQ,CTAF,CTAF,118.600
KCRQ,GND,GND,121.800
KCRQ,RDO,SAN DIEGO RDO,115.300
KCRQ,TWR,TWR,118.600
KCRS,ASOS,ASOS,120.675
KCRS,CNTR,FORT WORTH CNTR,135.250
KCRS,UNIC,CTAF/UNICOM,122.800
KCRT,CNTR,MEMPHIS CNTR,135.875
KCRT,UNIC,CTAF/UNICOM,122.800
KCRW,A/D,CHARLESTON APP/DEP,128.500
KCRW,ATIS,ATIS,127.600
KCRW,CLD,CLNC DEL,118.550
KCRW,GND,GND,121.800
KCRW,POST,ANG COMD POST/OPS,30.230
KCRW,RDO,ELKINS RDO,122.200
KCRW,TWR,CHARLESTON TWR,125.700
KCRW,UNIC,UNICOM,122.950
KCRX,AWOS,AWOS 3,118.675
KCRX,CNTR,MEMPHIS CNTR,135.900
KCRX,UNIC,CTAF/UNICOM,122.800
KCRZ,CNTR,MINNEAPOLIS CNTR,119.600
KCRZ,CTAF,CTAF,122.900
KCSB,CNTR,DENVER CNTR,132.700
KCSB,UNIC,CTAF/UNICOM,122.800
KCSG,A/D,ATLANTA  APP/DEP,125.500
KCSG,ATIS,ATIS,127.750
KCSG,CTAF,CTAF,120.100
KCSG,GND,GND,121.900
KCSG,RDO,MACON RDO,122.650
KCSG,TWR,TWR,120.100
KCSG,UNIC,UNICOM,122.950
KCSM,A/D,FORT WORTH CNTR,128.400
KCSM,ASOS,ASOS,135.225
KCSM,CTAF,CTAF,119.600
KCSM,GND,GND,121.700
KCSM,TWR,TWR,119.600
KCSM,UNIC,UNICOM,122.950
KCSQ,AWOS,AWOS 3,124.750
KCSQ,CNTR,MINNEAPOLIS CNTR,125.650
KCSQ,UNIC,CTAF/UNICOM,122.800
KCSV,ASOS,ASOS,120.625
KCSV,CNTR,ATLANTA CNTR,133.600
KCSV,RDO,NASHVILLE RDO,122.200
KCSV,UNIC,CTAF/UNICOM,122.700
KCTB,ARTC,SALT LAKE CITY CNTR,133.400
KCTB,ASOS,ASOS,119.025
KCTB,RDO,GREAT FALLS RDO,122.200
KCTB,UNIC,CTAF/UNICOM,122.800
KCTJ,A/D,ATLANTA APP/DEP,121.000
KCTJ,AWOS,AWOS 3,118.175
KCTJ,CLD,ATLANTA CLNC DEL,121.600
KCTJ,UNIC,CTAF/UNICOM,122.975
KCTK,A/D,PEORIA APP/DEP,124.675
KCTK,UNIC,CTAF/UNICOM,122.800
KCTY,CNTR,JACKSONVILLE CNTR,127.800
KCTY,RDO,GAINESVILLE RDO,112.000
KCTY,UNIC,CTAF/UNICOM,122.800
KCTZ,A/D,FAYETTEVILLE APP/DEP,133.000
KCTZ,AWOS,AWOS 3,119.125
KCTZ,UNIC,CTAF/UNICOM,122.800
KCUB,A/D,APP/DEP,133.400
KCUB,ASOS,ASOS,119.675
KCUB,CLD,CLNC DEL,124.400
KCUB,OPS,MIL OPS,122.800
KCUB,RDO,ANDERSON RDO,114.700
KCUB,UNIC,CTAF/UNICOM,122.800
KCUH,AWOS,AWOS 3,118.250
KCUH,CNTR,KANSAS CITY CNTR,128.300
KCUH,UNIC,CTAF/UNICOM,122.800
KCUL,A/D,EVANSVILLE APP/DEP,127.350
KCUL,AWOS,AWOS 3,33.200
KCUL,UNIC,CTAF/UNICOM,122.800
KCUT,ASOS,ASOS,120.000
KCUT,UNIC,CTAF/UNICOM,122.800
KCVB,A/D,SAN ANTONIO APP/DEP,118.050
KCVB,UNIC,CTAF/UNICOM,122.800
KCVG,APP,,119.700
KCVG,APP,,123.875
KCVG,APP,Cincinnati Approach UHF,363.150
KCVG,ATIS,Cincinnati D-ATIS ARR,134.375
KCVG,ATIS,Cincinnati D-ATIS DEP,135.300
KCVG,CLD,Clearance Delivery,127.175
KCVG,CLSB,,121.000
KCVG,CLSB,,128.700
KCVG,CLSB,Cincinnati Class B UHF,254.250
KCVG,DEP,,126.650
KCVG,DEP,,128.700
KCVG,DEP,Cincinnati Departure UHF,254.250
KCVG,EMERG,Emergancy,121.500
KCVG,EMERG,Emergancy,243.000
KCVG,GND,Cincinnati Ground,121.700
KCVG,STAR,,119.700
KCVG,STAR,,119.700
KCVG,STAR,Jakie Star,119.700
KCVG,STAR,,123.875
KCVG,STAR,,123.875
KCVG,STAR,CINCE STAR,123.875
KCVG,STAR,JAKIE STAR UHF,254.250
KCVG,STAR,CINCE STAR UHF,254.250
KCVG,STAR,SHELBYVILLE STAR UHF,363.150
KCVG,STAR,HARDU STAR UHF,363.150
KCVG,TWR,Cincinnati Tower Runway 09-27 & 18C-36C,118.300
KCVG,TWR,Cincinnati Tower Runway 18L-36R,118.975
KCVG,TWR,Cincinnati Tower Runway 18R-36L,133.325
KCVG,TWR,Cincinnati Tower Runway 18L-36R,360.850
KCVG,UNIC,UNICOM,122.950
KCVG,WXAS,,134.375
KCVH,AWOS,,120.425
KCVH,Appr & dep,,124.525
KCVH,CTAF,,123.000
KCVK,CNTR,MEMPHIS CNTR,120.075
KCVK,UNIC,CTAF/UNICOM,122.700
KCVN,APP,CANNON APP,125.500
KCVN,AWOS,AWOS 3,135.375
KCVN,CLD,CANNON CLNC DEL,119.000
KCVN,DEP,CANNON DEP,125.500
KCVN,RDO,ALBUQUERQUE RDO,122.500
KCVN,UNIC,CTAF/UNICOM,122.800
KCVO,A/D,CASCADE APP/DEP,127.500
KCVO,AWOS,AWOS 3,135.775
KCVO,UNIC,CTAF/UNICOM,123.000
KCVS,APP,APP,125.500
KCVS,ATIS,ATIS,119.100
KCVS,CLD,CLNC DEL,120.200
KCVS,DEP,DEP,125.500
KCVS,GND,GND,121.900
KCVS,PMSV,PMSV METRO,34.460
KCVS,POST,COMD POST,38.130
KCVS,PTD,PTD,139.600
KCVS,TWR,TWR,120.400
KCVX,AWOS,AWOS 3,120.000
KCVX,CNTR,MINNEAPOLIS CNTR,134.600
KCVX,UNIC,CTAF/UNICOM,122.800
KCWA,ATIS,ATIS,127.450
KCWA,AWOS,AWOS 3,127.450
KCWA,CNTR,MINNEAPOLIS CNTR,124.400
KCWA,CTAF,CTAF,119.750
KCWA,GND,GND,121.900
KCWA,RDO,GREEN BAY RDO,122.525
KCWA,TWR,TWR,119.750
KCWA,UNIC,UNICOM,122.950
KCWC,A/D,SHEPPARD APP/DEP,120.400
KCWC,CLD,CLNC DEL,121.200
KCWC,UNIC,CTAF/UNICOM,122.700
KCWF,A/D,LAKE CHARLES APP/DEP,119.800
KCWF,AWOS,AWOS 3,120.000
KCWF,CTAF,CTAF,124.200
KCWF,GND,GND,121.650
KCWF,TWR,TWR,124.200
KCWF,UNIC,UNICOM,122.950
KCWI,A/D,QUAD CITY APP/DEP,125.950
KCWI,AWOS,AWOS 3,125.525
KCWI,CLD,QUAD CITY CLNC DEL,118.500
KCWI,UNIC,CTAF/UNICOM,122.800
KCWV,AWOS,AWOS A,39.500
KCWV,CNTR,JACKSONVILLE CNTR,120.850
KCWV,UNIC,CTAF/UNICOM,122.800
KCXE,CNTR,WASHINGTON CNTR,118.750
KCXE,CTAF,CTAF,122.900
KCXL,UNIC,CTAF/UNICOM,122.800
KCXO,A/D,HOUSTON APP/DEP,119.700
KCXO,ASOS,ASOS,118.325
KCXO,CLD,CLNC DEL,119.550
KCXO,RDO,RDO,122.200
KCXO,UNIC,CTAF/UNICOM,122.950
KCXP,AWOS,AWOS 3,119.925
KCXP,UNIC,CTAF/UNICOM,123.000
KCXU,AWOS,AWOS A,36.900
KCXU,CNTR,JACKSONVILLE CNTR,125.750
KCXU,UNIC,CTAF/UNICOM,122.800
KCXY,A/D,HARRISBURG APP/DEP,118.250
KCXY,ATIS,ATIS,134.950
KCXY,CTAF,CTAF,119.500
KCXY,GND,GND,121.900
KCXY,RDO,WILLIAMSPORT RDO,122.200
KCXY,TWR,TWR,119.500
KCXY,UNIC,UNICOM,122.950
KCYO,A/D,COLUMBUS APP/DEP,132.300
KCYO,RDO,DAYTON RDO,112.500
KCYO,UNIC,CTAF/UNICOM,122.700
KCYS,A/D,APP/DEP,124.550
KCYS,ATIS,ATIS,134.425
KCYS,CTAF,CTAF,118.700
KCYS,GND,GND,121.900
KCYS,MISC,ARNG OPS,126.200
KCYS,OPS,ANG OPS/COMD POST,22.552
KCYS,RDO,CASPER RDO,122.300
KCYS,TWR,TWR,118.700
KCYS,UNIC,UNICOM,122.950
KCYW,A/D,KANSAS CITY CNTR,127.350
KCYW,UNIC,CTAF/UNICOM,122.800
KCZD,CNTR,DENVER CNTR,132.700
KCZD,UNIC,CTAF/UNICOM,122.800
KCZG,A/D,BINGHAMTON APP/DEP,118.600
KCZG,AWOS,AWOS 3,119.075
KCZG,CLD,CLNC DEL,121.700
KCZG,UNIC,CTAF/UNICOM,122.800
KCZL,CNTR,ATLANTA CNTR,133.800
KCZL,UNIC,CTAF/UNICOM,122.800
KCZT,CNTR,HOUSTON CNTR,126.100
KCZT,UNIC,CTAF/UNICOM,122.800
KDAA,APP,POTOMAC APP,119.850
KDAA,ATIS,ATIS,128.175
KDAA,CLD,CLNC DEL,24.520
KDAA,CTAF,CTAF,126.300
KDAA,DEP,POTOMAC DEP,118.100
KDAA,GND,GND,121.900
KDAA,MISC,ARNG OPS,52.750
KDAA,OPS,BASE OPS,139.400
KDAA,PMSV,PMSV METRO,139.400
KDAA,PTD,PTD,139.400
KDAA,TWR,TWR,126.300
KDAB,APP,APP,118.850
KDAB,ATIS,ATIS,132.875
KDAB,CLD,CLNC DEL,119.300
KDAB,DEP,DEP,123.900
KDAB,GND,GND,121.900
KDAB,TWR,TWR,120.700
KDAB,UNIC,UNICOM,122.950
KDAG,ASOS,ASOS,132.175
KDAG,CNTR,LOS ANGELES CNTR,132.500
KDAG,MISC,HAWK 86,46.700
KDAG,RDO,RIVERSIDE RDO,122.200
KDAG,UNIC,CTAF/UNICOM,123.000
KDAL,APP,RGNL APP,124.300
KDAL,ATIS,ATIS,120.150
KDAL,CLD,CLNC DEL,127.900
KDAL,DEP,RGNL DEP,118.550
KDAL,GND,GND,121.750
KDAL,RDO,FORT WORTH RDO,122.300
KDAL,TWR,LOVE TWR,118.700
KDAL,UNIC,UNICOM,122.950
KDAN,ASOS,ASOS,128.125
KDAN,CNTR,WASHINGTON CNTR,124.050
KDAN,RDO,LEESBURG RDO,122.200
KDAN,UNIC,CTAF/UNICOM,123.050
KDAW,A/D,BOSTON APP/DEP,125.050
KDAW,ASOS,ASOS,135.275
KDAW,RDO,BANGOR RDO,122.250
KDAW,UNIC,CTAF/UNICOM,122.700
KDAY,A/D,DAYTON APP/DEP,118.000
KDAY,ATIS,ATIS,125.800
KDAY,CLD,CLNC DEL,121.750
KDAY,GND,GND,121.900
KDAY,RDO,DAYTON RDO,122.200
KDAY,TWR,DAYTON TWR,119.900
KDAY,UNIC,UNICOM,122.950
KDBN,A/D,ATLANTA APP/DEP,119.600
KDBN,AWOS,AWOS 3,118.425
KDBN,UNIC,CTAF/UNICOM,122.700
KDBQ,ATIS,ATIS,127.250
KDBQ,CNTR,CHICAGO CNTR,127.000
KDBQ,CTAF,CTAF,119.500
KDBQ,GND,GND,121.800
KDBQ,RDO,FORT DODGE RDO,122.050
KDBQ,TWR,TWR,119.500
KDBQ,UNIC,UNICOM,122.950
KDCA,APP,,119.850
KDCA,APP,,124.200
KDCA,CLRD,,128.250
KDCA,DEP,,118.950
KDCA,DEP,,125.650
KDCA,GND,Washington Ground,121.700
KDCA,GND,,257.600
KDCA,TWR,Washington Tower,119.100
KDCA,TWR,,134.350
KDCA,TWR,,257.600
KDCA,UNIC,UNICOM,122.950
KDCA,WXAS,,132.650
KDCM,A/D,CHARLOTTE APP/DEP,120.050
KDCM,UNIC,CTAF/UNICOM,122.700
KDCU,A/D,HUNTSVILLE APP/DEP,118.050
KDCU,ASOS,ASOS,118.375
KDCU,RDO,ANNISTON RDO,122.600
KDCU,UNIC,CTAF/UNICOM,123.075
KDCY,A/D,EVANSVILLE APP/DEP,125.600
KDCY,RDO,TERRE HAUTE RDO,122.200
KDCY,UNIC,CTAF/UNICOM,122.800
KDDC,ASOS,ASOS,118.525
KDDC,CNTR,KANSAS CITY CNTR,125.200
KDDC,RDO,WICHITA RDO,122.350
KDDC,UNIC,CTAF/UNICOM,122.700
KDDH,A/D,ALBANY APP/DEP,125.000
KDDH,ASOS,ASOS,135.925
KDDH,UNIC,CTAF/UNICOM,122.800
KDEC,A/D,CHAMPAIGN APP/DEP,132.850
KDEC,ATIS,ATIS,126.350
KDEC,CTAF,CTAF,118.900
KDEC,GND,GND,121.750
KDEC,RDO,ST LOUIS RDO,122.300
KDEC,TWR,TWR,118.900
KDEC,UNIC,UNICOM,122.950
KDED,A/D,DAYTONA APP/DEP,125.350
KDED,AWOS,AWOS 3,119.575
KDED,UNIC,CTAF/UNICOM,123.075
KDEH,AWOS,AWOS 3,120.925
KDEH,CNTR,MINNEAPOLIS CNTR,118.850
KDEH,UNIC,CTAF/UNICOM,122.800
KDEN,APP,APP,119.300
KDEN,ATIS,ATIS,125.600
KDEN,CLD,CLNC DEL,118.750
KDEN,DEP,DEP,126.100
KDEN,GND,GND,121.850
KDEN,RDO,RDO,123.650
KDEN,TWR,TWR,124.300
KDEN,UNIC,UNICOM,122.950
KDEQ,ASOS,ASOS,134.075
KDEQ,CNTR,FORT WORTH CNTR,123.925
KDEQ,UNIC,CTAF/UNICOM,122.800
KDET,A/D,APP/DEP,126.850
KDET,ATIS,ATIS,124.875
KDET,GND,GND,121.850
KDET,RDO,LANSING RDO,122.200
KDET,TWR,TWR,121.300
KDET,UNIC,UNICOM,122.950
KDEW,A/D,SPOKANE APP/DEP,123.750
KDEW,ASOS,ASOS,135.175
KDEW,UNIC,CTAF/UNICOM,123.000
KDFI,A/D,TOLEDO APP/DEP,134.350
KDFI,ASOS,ASOS,121.425
KDFI,UNIC,CTAF/UNICOM,122.700
KDFW,APP,RGNL APP,119.875
KDFW,APP,RGNL APP,28.465
KDFW,ATIS,ATIS,123.775
KDFW,CLD,CLNC DEL,128.250
KDFW,DEP,RGNL DEP,118.550
KDFW,DEP,RGNL DEP,31.985
KDFW,GND,RGNL GND,121.650
KDFW,TWR,RGNL TWR,124.150
KDFW,UNIC,UNICOM,122.950
KDGL,RDO,PRESCOTT RDO,122.600
KDGL,UNIC,CTAF/UNICOM,122.800
KDGW,ASOS,ASOS,135.225
KDGW,CNTR,DENVER CNTR,135.600
KDGW,RDO,CASPER RDO,121.975
KDGW,UNIC,CTAF/UNICOM,122.800
KDHN,A/D,CAIRNS APP/DEP,125.400
KDHN,ATIS,ATIS,135.720
KDHN,CTAF,CTAF,118.400
KDHN,GND,GND,121.700
KDHN,MISC,VFR ADVSY SVC,118.400
KDHN,RDO,ANNISTON RDO,122.200
KDHN,TWR,TWR,118.400
KDHN,UNIC,UNICOM,122.950
KDHT,ASOS,ASOS,134.075
KDHT,CNTR,ALBUQUERQUE CNTR,127.850
KDHT,RDO,FORT WORTH RDO,122.200
KDHT,UNIC,CTAF/UNICOM,122.950
KDIJ,ASOS,ASOS,120.775
KDIJ,CNTR,SALT LAKE CITY,132.400
KDIJ,RDO,CASPER,122.050
KDIJ,UNIC,CTAF/UNICOM,122.700
KDIK,CNTR,MINNEAPOLIS CNTR,124.250
KDIK,RDO,GRAND FORKS RDO,122.200
KDIK,UNIC,CTAF/UNICOM,123.000
KDKB,A/D,CHICAGO APP/DEP,133.500
KDKB,AWOS,AWOS 3,119.075
KDKB,UNIC,CTAF/UNICOM,122.700
KDKK,A/D,BUFFALO APP/DEP,126.500
KDKK,ASOS,ASOS,119.275
KDKK,RDO,BUFFALO RDO,116.200
KDKK,UNIC,CTAF/UNICOM,123.075
KDKR,ARTC,HOUSTON CNTR,134.800
KDKR,AWOS,AWOS 3,118.775
KDKR,CTAF,CTAF,122.900
KDKX,A/D,APP/DEP,123.900
KDKX,AWOS,AWOS 3,125.375
KDKX,CLD,CLNC DEL,121.700
KDKX,CTAF,CTAF,126.600
KDKX,UNIC,UNICOM,122.950
KDLC,A/D,FLORENCE APP/DEP,118.600
KDLC,UNIC,CTAF/UNICOM,122.800
KDLF,APP,DEL RIO APP,119.600
KDLF,ATIS,ATIS,114.400
KDLF,CLD,CLNC DEL,120.500
KDLF,DEP,DEL RIO DEP,119.600
KDLF,GND,GND,138.750
KDLF,PMSV,PMSV METRO,35.460
KDLF,PTD,PTD,37.220
KDLF,TWR,TWR,125.200
KDLH,A/D,APP/DEP,125.450
KDLH,ATIS,ATIS,124.100
KDLH,GND,GND,121.900
KDLH,POST,ANG COMD POST,28.890
KDLH,PTD,PTD,28.890
KDLH,RDO,PRINCETON RDO,122.350
KDLH,TWR,TWR,118.300
KDLH,UNIC,UNICOM,122.950
KDLL,A/D,MADISON APP/DEP,135.450
KDLL,AWOS,AWOS 3,118.325
KDLL,RDO,GREEN BAY RDO,117.000
KDLL,UNIC,CTAF/UNICOM,123.000
KDLN,ASOS,ASOS,135.225
KDLN,CNTR,SALT LAKE CITY CNTR,132.400
KDLN,RDO,GREAT FALLS RDO,122.150
