ident,type,name,municipality,iso_country,iso_region,iata_code,elevation_ft,lat,lon
CYVK,medium_airport,Vernon Regional Airport,Vernon,CA,CA-BC,YVE,1140,50.2462,-119.3310
CYVL,small_airport,Tommy Kochon Airport,Colville Lake,CA,CA-NT,YCK,870,67.0200,-126.1260
CYVM,small_airport,Qikiqtarjuaq Airport,Qikiqtarjuaq,CA,CA-NU,YVM,21,67.5466,-64.0314
CYVO,medium_airport,Val-d'Or Airport,Val-d'Or,CA,CA-QC,YVO,1107,48.0533,-77.7828
CYVP,medium_airport,Kuujjuaq Airport,Kuujjuaq,CA,CA-QC,YVP,129,58.0961,-68.4269
CYVQ,medium_airport,Norman Wells Airport,Norman Wells,CA,CA-NT,YVQ,238,65.2816,-126.7980
CYVR,large_airport,Vancouver International Airport,Vancouver,CA,CA-BC,YVR,14,49.1939,-123.1840
CYVT,small_airport,Buffalo Narrows Airport,Buffalo Narrows,CA,CA-SK,YVT,1423,55.8419,-108.4180
CYVV,medium_airport,Wiarton Airport,Wiarton,CA,CA-ON,YVV,729,44.7458,-81.1072
CYVZ,small_airport,Deer Lake Airport,Deer Lake,CA,CA-ON,YVZ,1092,52.6556,-94.0612
CYWA,medium_airport,Petawawa Airport,Petawawa,CA,CA-ON,YWA,427,45.9522,-77.3192
CYWE,small_airport,Wekweètì Airport,Wekweètì,CA,CA-NT,YFJ,1208,64.1908,-114.0770
CYWG,large_airport,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,CA-MB,YWG,783,49.9100,-97.2399
CYWH,seaplane_base,Victoria Harbour Seaplane Base,Victoria,CA,CA-BC,YWH,,48.4238,-123.3720
CYWJ,small_airport,Déline Airport,Déline,CA,CA-NT,YWJ,703,65.2111,-123.4360
CYWK,medium_airport,Wabush Airport,Wabush,CA,CA-NL,YWK,1808,52.9219,-66.8644
CYWL,medium_airport,Williams Lake Airport,Williams Lake,CA,CA-BC,YWL,3085,52.1831,-122.0540
CYWM,small_airport,Athabasca Airport,Athabasca,CA,CA-AB,,1971,54.7431,-113.2050
CYWP,small_airport,Webequie Airport,Webequie,CA,CA-ON,YWP,685,52.9594,-87.3749
CYWV,small_airport,Wainwright Airport,Wainwright,CA,CA-AB,,2230,52.7964,-110.8584
CYWY,medium_airport,Wrigley Airport,Wrigley,CA,CA-NT,YWY,489,63.2094,-123.4370
CYXC,medium_airport,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,CA-BC,YXC,3082,49.6108,-115.7820
CYXE,medium_airport,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,CA-SK,YXE,1653,52.1708,-106.7000
CYXH,medium_airport,Medicine Hat Regional Airport,Medicine Hat,CA,CA-AB,YXH,2352,50.0189,-110.7210
CYXJ,medium_airport,Fort St John / North Peace Regional Airport,Fort Saint John,CA,CA-BC,YXJ,2280,56.2381,-120.7400
CYXK,medium_airport,Rimouski Airport,Rimouski,CA,CA-QC,YXK,82,48.4776,-68.4963
CYXL,medium_airport,Sioux Lookout Airport,Sioux Lookout,CA,CA-ON,YXL,1258,50.1139,-91.9053
CYXN,small_airport,Whale Cove Airport,Whale Cove,CA,CA-NU,YXN,40,62.2400,-92.5981
CYXP,small_airport,Pangnirtung Airport,Pangnirtung,CA,CA-NU,YXP,75,66.1449,-65.7136
CYXQ,medium_airport,Beaver Creek Airport,Beaver Creek,CA,CA-YT,YXQ,2131,62.4103,-140.8670
CYXR,medium_airport,Earlton (Timiskaming Regional) Airport,Earlton,CA,CA-ON,YXR,800,47.6974,-79.8473
CYXS,medium_airport,Prince George Airport,Prince George,CA,CA-BC,YXS,2267,53.8843,-122.6666
CYXT,medium_airport,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,CA-BC,YXT,713,54.4685,-128.5760
CYXU,medium_airport,London Airport,London,CA,CA-ON,YXU,912,43.0356,-81.1539
CYXX,medium_airport,Abbotsford International Airport,Abbotsford,CA,CA-BC,YXX,195,49.0253,-122.3610
CYXY,medium_airport,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,CA-YT,YXY,2317,60.7096,-135.0670
CYXZ,medium_airport,Wawa Airport,Wawa,CA,CA-ON,YXZ,942,47.9667,-84.7867
CYYB,medium_airport,North Bay Jack Garland Airport,North Bay,CA,CA-ON,YYB,1215,46.3636,-79.4228
CYYC,large_airport,Calgary International Airport,Calgary,CA,CA-AB,YYC,3557,51.1188,-114.0099
CYYD,medium_airport,Smithers Airport,Smithers,CA,CA-BC,YYD,1712,54.8247,-127.1830
CYYE,medium_airport,Fort Nelson Airport,Fort Nelson,CA,CA-BC,YYE,1253,58.8364,-122.5970
CYYF,medium_airport,Penticton Airport,Penticton,CA,CA-BC,YYF,1129,49.4631,-119.6020
CYYG,medium_airport,Charlottetown Airport,Charlottetown,CA,CA-PE,YYG,160,46.2900,-63.1211
CYYH,small_airport,Taloyoak Airport,Taloyoak,CA,CA-NU,YYH,92,69.5467,-93.5767
CYYJ,medium_airport,Victoria International Airport,Victoria,CA,CA-BC,YYJ,63,48.6472,-123.4278
CYYL,medium_airport,Lynn Lake Airport,Lynn Lake,CA,CA-MB,YYL,1170,56.8639,-101.0760
CYYM,small_airport,Cowley Airport,Cowley,CA,CA-AB,YYM,3876,49.6364,-114.0940
CYYN,medium_airport,Swift Current Airport,Swift Current,CA,CA-SK,YYN,2680,50.2919,-107.6910
CYYO,small_airport,Wynyard / W.B. Needham Field,Wynyard,CA,CA-SK,,1740,51.8099,-104.1698
CYYQ,medium_airport,Churchill Airport,Churchill,CA,CA-MB,YYQ,94,58.7392,-94.0650
CYYR,medium_airport,Goose Bay Airport,Goose Bay,CA,CA-NL,YYR,160,53.3192,-60.4258
CYYT,large_airport,St. John's International Airport,St. John's,CA,CA-NL,YYT,461,47.6186,-52.7519
CYYU,medium_airport,Kapuskasing Airport,Kapuskasing,CA,CA-ON,YYU,743,49.4116,-82.4696
CYYW,medium_airport,Armstrong Airport,Armstrong,CA,CA-ON,YYW,1058,50.2903,-88.9097
CYYY,medium_airport,Mont Joli Airport,Mont-Joli,CA,CA-QC,YYY,172,48.6086,-68.2081
CYYZ,large_airport,Toronto Lester B. Pearson International Airport,Toronto,CA,CA-ON,YYZ,569,43.6772,-79.6306
CYZD,closed,Downsview Airport,North York,CA,CA-ON,,652,43.7425,-79.4656
CYZE,medium_airport,Gore Bay Manitoulin Airport,Gore Bay,CA,CA-ON,YZE,623,45.8853,-82.5678
CYZF,medium_airport,Yellowknife International Airport,Yellowknife,CA,CA-NT,YZF,675,62.4628,-114.4400
CYZG,small_airport,Salluit Airport,Salluit,CA,CA-QC,YZG,743,62.1794,-75.6672
CYZH,medium_airport,Slave Lake Airport,Slave Lake,CA,CA-AB,YZH,1912,55.2929,-114.7773
CYZP,medium_airport,Sandspit Airport,Sandspit,CA,CA-BC,YZP,21,53.2543,-131.8140
CYZR,medium_airport,Chris Hadfield Airport,Sarnia,CA,CA-ON,YZR,594,42.9994,-82.3089
CYZS,medium_airport,Coral Harbour Airport,Coral Harbour,CA,CA-NU,YZS,210,64.1933,-83.3594
CYZT,medium_airport,Port Hardy Airport,Port Hardy,CA,CA-BC,YZT,71,50.6806,-127.3670
CYZU,medium_airport,Whitecourt Airport,Whitecourt,CA,CA-AB,YZU,2567,54.1439,-115.7870
CYZV,medium_airport,Sept-Îles Airport,Sept-Îles,CA,CA-QC,YZV,180,50.2233,-66.2656
CYZW,medium_airport,Teslin Airport,Teslin,CA,CA-YT,YZW,2313,60.1728,-132.7430
CYZX,medium_airport,CFB Greenwood,Greenwood,CA,CA-NS,YZX,92,44.9844,-64.9169
CYZY,medium_airport,Mackenzie Airport,Mackenzie,CA,CA-BC,,2264,55.2978,-123.1339
CZAC,small_airport,York Landing Airport,York Landing,CA,CA-MB,ZAC,621,56.0894,-96.0892
CZAM,medium_airport,Shuswap Regional Airport,Salmon Arm,CA,CA-BC,YSN,1751,50.6828,-119.2290
CZBA,small_airport,Burlington Executive Airpark,Burlington,CA,CA-ON,,602,43.4415,-79.8501
CZBB,medium_airport,Boundary Bay Airport,Delta,CA,CA-BC,YDT,6,49.0742,-123.0120
CZBD,small_airport,Ilford Airport,Ilford,CA,CA-MB,ILF,642,56.0516,-95.6188
CZBF,medium_airport,Bathurst Airport,South Tetagouche,CA,CA-NB,ZBF,193,47.6297,-65.7389
CZBM,medium_airport,Bromont (Roland Désourdy) Airport,Bromont,CA,CA-QC,ZBM,375,45.2908,-72.7414
CZEE,medium_airport,Kelsey Airport,Kelsey,CA,CA-MB,KES,600,56.0375,-96.5097
CZEM,small_airport,Eastmain River Airport,Eastmain River,CA,CA-QC,ZEM,24,52.2264,-78.5225
CZFA,medium_airport,Faro Airport,Faro,CA,CA-YT,ZFA,2351,62.2075,-133.3760
CZFD,small_airport,Fond-du-Lac Airport,Fond-du-Lac,CA,CA-SK,ZFD,814,59.3344,-107.1820
CZFG,small_airport,Pukatawagan Airport,Pukatawagan,CA,CA-MB,XPK,958,55.7492,-101.2660
CZFM,small_airport,Fort Mcpherson Airport,Fort Mcpherson,CA,CA-NT,ZFM,116,67.4070,-134.8602
CZFN,small_airport,Tulita Airport,Tulita,CA,CA-NT,ZFN,332,64.9095,-125.5703
CZGF,medium_airport,Grand Forks Airport,Grand Forks,CA,CA-BC,ZGF,1720,49.0156,-118.4310
CZGI,small_airport,Gods River Airport,Gods River,CA,CA-MB,ZGI,627,54.8397,-94.0786
CZGR,small_airport,Little Grand Rapids Airport,Little Grand Rapids,CA,CA-MB,ZGR,1005,52.0454,-95.4662
CZHP,small_airport,High Prairie Airport,High Prairie,CA,CA-AB,ZHP,1974,55.3936,-116.4750
CZJG,medium_airport,Jenpeg Airport,Jenpeg,CA,CA-MB,ZJG,729,54.5189,-98.0461
CZJN,medium_airport,Swan River Airport,Swan River,CA,CA-MB,ZJN,1100,52.1206,-101.2360
CZKE,small_airport,Kashechewan Airport,Kashechewan,CA,CA-ON,ZKE,35,52.2825,-81.6778
CZLQ,medium_airport,Thicket Portage Airport,Thicket Portage,CA,CA-MB,YTD,678,55.3189,-97.7078
CZMD,small_airport,Muskrat Dam Airport,Muskrat Dam,CA,CA-ON,MSA,911,53.4414,-91.7628
CZML,small_airport,South Cariboo Region / 108 Mile Airport,108 Mile,CA,CA-BC,ZMH,3126,51.7361,-121.3330
CZMN,medium_airport,Pikwitonei Airport,Pikwitonei,CA,CA-MB,PIW,630,55.5889,-97.1642
CZMT,medium_airport,Masset Airport,Masset,CA,CA-BC,ZMT,25,54.0275,-132.1250
CZNG,small_airport,Poplar River Airport,Poplar River,CA,CA-MB,XPP,728,52.9965,-97.2742
CZNL,small_airport,Nelson Airport,Nelson,CA,CA-BC,,1755,49.4942,-117.3010
CZPB,small_airport,Sachigo Lake Airport,Sachigo Lake,CA,CA-ON,ZPB,876,53.8909,-92.1959
CZPC,medium_airport,Pincher Creek Airport,Pincher Creek,CA,CA-AB,WPC,3903,49.5204,-113.9970
CZPO,small_airport,Pinehouse Lake Airport,Pinehouse Lake,CA,CA-SK,ZPO,1278,55.5281,-106.5820
CZRJ,small_airport,Round Lake (Weagamow Lake) Airport,Round Lake,CA,CA-ON,ZRJ,974,52.9436,-91.3128
CZSJ,medium_airport,Sandy Lake Airport,Sandy Lake,CA,CA-ON,ZSJ,951,53.0642,-93.3444
CZSN,small_airport,South Indian Lake Airport,South Indian Lake,CA,CA-MB,XSI,951,56.7928,-98.9072
CZST,medium_airport,Stewart Airport,Stewart,CA,CA-BC,ZST,24,55.9354,-129.9824
CZSW,seaplane_base,Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,CA,CA-BC,ZSW,,54.3333,-130.2830
CZTA,small_airport,Bloodvein River Airport,Bloodvein River,CA,CA-MB,YDV,721,51.7846,-96.6923
CZTM,small_airport,Shamattawa Airport,Shamattawa,CA,CA-MB,ZTM,289,55.8636,-92.0811
CZUC,medium_airport,Ignace Municipal Airport,Ignace,CA,CA-ON,ZUC,1435,49.4282,-91.7204
CZUM,small_airport,Churchill Falls Airport,Churchill Falls,CA,CA-NL,ZUM,1442,53.5619,-64.1064
CZVL,small_airport,Edmonton / Villeneuve Airport,Edmonton,CA,CA-AB,,2256,53.6675,-113.8540
CZWH,small_airport,Lac Brochet Airport,Lac Brochet,CA,CA-MB,XLB,1211,58.6143,-101.4690
CZWL,small_airport,Wollaston Lake Airport,Wollaston Lake,CA,CA-SK,ZWL,1360,58.1069,-103.1720
DAAB,medium_airport,Blida Airport,Blida,DZ,DZ-09,QLD,535,36.5036,2.8142
DAAD,medium_airport,Bou Saada Airport,Ouled Sidi Brahim,DZ,DZ-28,BUJ,1506,35.3325,4.2064
DAAE,medium_airport,Soummam–Abane Ramdane Airport,Béjaïa,DZ,DZ-06,BJA,20,36.7120,5.0698
DAAF,small_airport,Aoulef Airport,Aoulef,DZ,DZ-01,,1017,27.0624,1.1111
DAAG,large_airport,Houari Boumediene Airport,Algiers,DZ,DZ-16,ALG,82,36.6939,3.2145
DAAJ,medium_airport,Djanet Inedbirene Airport,Djanet,DZ,DZ-56,DJG,3176,24.2928,9.4524
DAAK,medium_airport,Boufarik Air Base,Boufarik,DZ,DZ-09,,335,36.5458,2.8761
DAAM,small_airport,Telerghma Airport,Telerghma,DZ,DZ-43,,2484,36.1087,6.3646
DAAN,small_airport,Reggane Airport,Reggane,DZ,DZ-01,,955,26.7124,0.2882
DAAP,medium_airport,Illizi Takhamalt Airport,Illizi,DZ,DZ-33,VVZ,1778,26.7235,8.6227
DAAQ,small_airport,Ain Oussera Airport,Ain Oussera,DZ,DZ-17,,2132,35.5254,2.8787
DAAS,medium_airport,Ain Arnat Airport,Sétif,DZ,DZ-19,QSF,3360,36.1781,5.3245
DAAT,medium_airport,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,DZ-11,TMR,4518,22.8115,5.4511
DAAV,medium_airport,Jijel Ferhat Abbas Airport,Tahir,DZ,DZ-18,GJL,36,36.7951,5.8736
DAAW,small_airport,Bordj Omar Driss Airport,Bordj Omar Driss,DZ,DZ-33,,1207,28.1360,6.8362
DAAX,small_airport,Chéraga Airport,Chéraga,DZ,DZ-16,,396,36.7782,2.9284
DAAY,medium_airport,Mecheria Airport,Mecheria,DZ,DZ-45,MZW,3855,33.5359,-0.2424
DAAZ,medium_airport,Relizane Airport,Relizane,DZ,DZ-48,,282,35.7530,0.6259
DABB,medium_airport,Annaba Rabah Bitat Airport,Annaba,DZ,DZ-23,AAE,16,36.8268,7.8133
DABC,medium_airport,Mohamed Boudiaf International Airport,Constantine,DZ,DZ-25,CZL,2265,36.2760,6.6204
DABO,small_airport,Oum El Bouaghi Air Base,Oum El Bouaghi,DZ,DZ-04,QMH,2980,35.8797,7.2708
DABS,medium_airport,Cheikh Larbi Tébessi Airport,Tébessi,DZ,DZ-12,TEE,2661,35.4316,8.1207
DABT,medium_airport,Batna Mostefa Ben Boulaid Airport,Batna,DZ,DZ-05,BLJ,2697,35.7521,6.3086
DAFH,medium_airport,Hassi R'Mel Airport,Hassi R'Mel,DZ,DZ-03,HRM,2540,32.9304,3.3115
DAFI,small_airport,Tsletsi Airport,Djelfa,DZ,DZ-17,QDJ,3753,34.6657,3.3510
DALH,small_airport,Dalhousie Airport,,AU,AU-SA,,,-26.4230,135.5093
DAOB,medium_airport,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,DZ,DZ-14,TID,3245,35.3411,1.4632
DAOC,small_airport,Béchar Ouakda Aerodrome,Béchar,DZ,DZ-08,,2660,31.6429,-2.1847
DAOE,small_airport,Bousfer Air Base,Bousfer,DZ,DZ-31,,187,35.7354,-0.8054
DAOF,medium_airport,Tindouf Airport,Tindouf,DZ,DZ-37,TIN,1453,27.7004,-8.1671
DAOI,medium_airport,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,DZ-02,CFK,463,36.2172,1.3422
DAOL,medium_airport,Oran Tafraoui Airport,Tafraoui,DZ,DZ-31,TAF,367,35.5424,-0.5323
DAON,medium_airport,Zenata – Messali El Hadj Airport,Zenata,DZ,DZ-13,TLM,814,35.0134,-1.4572
DAOO,medium_airport,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,DZ,DZ-31,ORN,295,35.6239,-0.6212
DAOR,medium_airport,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,DZ-08,CBH,2661,31.6457,-2.2699
DAOS,small_airport,Sidi Bel Abbes Airport,Sidi Bel Abbès,DZ,DZ-22,BFW,1614,35.1718,-0.5933
DAOV,medium_airport,Ghriss Airport,Ghriss,DZ,DZ-29,MUW,1686,35.2077,0.1471
DAOY,small_airport,El Bayadh Airport,El Bayadh,DZ,DZ-32,EBH,4493,33.7217,1.0925
DATG,small_airport,In Guezzam Airport,In Guezzam,DZ,DZ-58,INF,1312,19.5605,5.7493
DATM,small_airport,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,DZ-52,BMW,1303,21.3778,0.9270
DAUA,medium_airport,Touat Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,DZ-01,AZR,919,27.8376,-0.1864
DAUB,medium_airport,Biskra - Mohamed Khider Airport,Biskra,DZ,DZ-07,BSK,289,34.7933,5.7382
DAUE,medium_airport,El Golea Airport,El Menia,DZ,DZ-50,ELG,1306,30.5807,2.8616
DAUG,medium_airport,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,DZ-47,GHA,1512,32.3841,3.7941
DAUH,medium_airport,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ,DZ-30,HME,463,31.6730,6.1404
DAUI,medium_airport,In Salah Airport,In Salah,DZ,DZ-57,INZ,896,27.2510,2.5120
DAUK,medium_airport,Touggourt Sidi Madhi Airport,Touggourt,DZ,DZ-55,TGR,279,33.0678,6.0887
DAUL,medium_airport,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ,DZ-03,LOO,2510,33.7644,2.9283
DAUO,medium_airport,Guemar Airport - مطار قمار بالوادي,Guemar,DZ,DZ-39,ELU,203,33.5114,6.7768
DAUT,medium_airport,Timimoun Airport,Timimoun,DZ,DZ-54,TMX,1027,29.2371,0.2760
DAUU,medium_airport,Ain Beida Airport,Ouargla,DZ,DZ-30,OGX,492,31.9172,5.4128
DAUZ,medium_airport,Zarzaitine - In Aménas Airport,In Aménas,DZ,DZ-33,IAM,1847,28.0515,9.6429
DBBB,medium_airport,Cadjehoun Airport,Cotonou,BJ,BJ-AQ,COO,19,6.3572,2.3844
DBBC,small_airport,Cana Airport,Bohicon,BJ,BJ-ZO,,548,7.1254,2.0468
DBBD,small_airport,Djougou Airport,Djougou,BJ,BJ-DO,DJA,1480,9.6921,1.6378
DBBK,small_airport,Kandi Airport,Kandi,BJ,BJ-AL,KDC,951,11.1448,2.9404
DBBN,small_airport,Natitingou Airport,Natitingou,BJ,BJ-AK,NAE,1512,10.3770,1.3605
DBBO,small_airport,Porga Airport,Porga,BJ,BJ-AK,,531,11.0466,0.9926
DBBP,small_airport,Parakou Airport,Parakou,BJ,BJ-BO,PKO,1266,9.3577,2.6097
DBBR,small_airport,Bembereke Airport,Bembereke,BJ,BJ-BO,,1188,10.2741,2.6971
DBBS,small_airport,Savé Airport,Savé,BJ,BJ-CO,SVF,597,8.0182,2.4646
DFCA,small_airport,Kaya Airport,Kaya,BF,BF-SMT,XKY,984,13.0670,-1.1000
DFCB,small_airport,Barsalogho Airport,Barsalogho,BF,BF-SMT,,1083,13.4000,-1.0670
DFCC,small_airport,Ouahigouya Airport,Ouahigouya,BF,BF-YAT,OUG,1089,13.6553,-2.3221
DFCD,small_airport,Didyr Airport,Didyr,BF,BF-SNG,,958,12.5500,-2.6170
DFCE,small_airport,Batie Airport,Batie,BF,BF-NOU,,984,9.8830,-2.9170
DFCG,small_airport,Kongoussi Airport,Kongoussi,BF,BF-BAM,,1056,13.3170,-1.5330
DFCI,small_airport,Titao Airport,Titao,BF,BF-LOR,,1047,13.7670,-2.0830
DFCJ,small_airport,Djibo Airport,Djibo,BF,BF-SOM,XDJ,1001,14.1250,-1.6247
DFCK,small_airport,Koudougou Airport,Koudougou,BF,BF-BLK,,1001,12.2670,-2.4000
DFCL,small_airport,Leo Airport,Leo,BF,BF-SIS,XLU,1181,11.1000,-2.1000
DFCM,small_airport,Manga Airport,Manga,BF,BF-ZOU,,820,11.6654,-1.0425
DFCP,small_airport,Po Airport,Po,BF,BF-NAO,PUP,1050,11.1791,-1.1485
DFCR,small_airport,Poura Airport,Poura,BF,BF-BAL,,853,11.6170,-2.7500
DFCS,small_airport,Seguenega Airport,Seguenega,BF,BF-YAT,,1139,13.4406,-1.9944
DFCT,small_airport,Tenado Airport,Tenado,BF,BF-SNG,,951,12.2000,-2.5830
DFCU,small_airport,Gourcy Airport,Gourcy,BF,BF-ZON,,1050,13.2000,-2.3670
DFCY,small_airport,Yako Airport,Yako,BF,BF-PAS,,984,12.9500,-2.2830
DFEA,small_airport,Boulsa Airport,Boulsa,BF,BF-NAM,XBO,984,12.6500,-0.5670
DFEB,small_airport,Bogande Airport,Bogande,BF,BF-GNA,XBG,984,12.9830,-0.1670
DFEC,small_airport,Komin-Yanga Airport,Komin-Yanga,BF,BF-KOP,,1116,11.7000,0.1500
DFED,small_airport,Diapaga Airport,Diapaga,BF,BF-TAP,DIP,951,12.0603,1.7846
DFEE,small_airport,Dori Airport,Dori,BF,BF-SEN,DOR,925,14.0216,-0.0682
DFEF,small_airport,Fada N'gourma Airport,Fada N'gourma,BF,BF-GOU,FNG,1011,12.0330,0.3500
DFEG,small_airport,Gorom-Gorom Airport,Gorom-Gorom,BF,BF-OUD,XGG,935,14.4542,-0.2186
DFEK,small_airport,Koupela Airport,Koupela,BF,BF-KOT,,902,12.1670,-0.3000
DFEL,small_airport,Kantchari Airport,Kantchari,BF,BF-TAP,XKA,879,12.4640,1.4929
DFEM,small_airport,Tambao Airport,Tambao,BF,BF-OUD,TMQ,820,14.7909,0.0395
DFEO,small_airport,Zorgo Airport,Zorgo,BF,BF-GAN,,978,12.2491,-0.6205
DFEP,small_airport,Pama Airport,Pama,BF,BF-KMP,XPA,699,11.2500,0.7000
DFER,small_airport,Arly Airport,Arly,BF,BF-TAP,ARL,761,11.5970,1.4830
DFES,small_airport,Sebba Airport,Sebba,BF,BF-SEN,XSE,886,13.4500,0.5170
DFET,small_airport,Tenkodogo Airport,Tenkodogo,BF,BF-BLG,TEG,1017,11.8011,-0.3714
DFEY,small_airport,Ouargaye Airport,Ouargaye,BF,BF-KOP,,951,11.5170,0.0500
DFEZ,small_airport,Zabré Airport,Zabré,BF,BF-BLG,XZA,886,11.1670,-0.6170
DFFD,medium_airport,Ouagadougou Airport,Ouagadougou,BF,BF-KAD,OUA,1037,12.3532,-1.5124
DFOA,small_airport,Dano Airport,Dano,BF,BF-IOB,,935,11.1330,-3.0670
DFOB,small_airport,Banfora Airport,Banfora,BF,BF-COM,BNR,984,10.6889,-4.7277
DFOD,small_airport,Dedougou Airport,Dedougou,BF,BF-MOU,DGU,984,12.4590,-3.4900
DFOF,small_airport,Safane Airport,Safane,BF,BF-MOU,,1017,12.1500,-3.1830
DFOG,small_airport,Gaoua Airport,Gaoua,BF,BF-PON,XGA,1099,10.3841,-3.1635
DFOH,small_airport,Houndé Airport,Houndé,BF,BF-TUI,,1063,11.4912,-3.5128
DFON,small_airport,Nouna Airport,Nouna,BF,BF-KOS,XNU,886,12.7500,-3.8670
DFOO,medium_airport,Bobo Dioulasso Airport,Bobo Dioulasso,BF,BF-HOU,BOY,1511,11.1601,-4.3310
DFOR,small_airport,Orodara Airport,Orodara,BF,BF-KEN,,1706,10.9861,-4.9248
DFOS,small_airport,Sideradougou Airport,Sideradougou,BF,BF-COM,,1047,10.6670,-4.2670
DFOT,small_airport,Tougan Airport,Tougan,BF,BF-SOR,TUQ,984,13.0591,-3.0773
DFOU,small_airport,Diebougou Airport,Diebougou,BF,BF-BGR,XDE,984,10.9500,-3.2500
DFOY,small_airport,Aribinda Airport,Aribinda,BF,BF-SOM,XAR,1122,14.2170,-0.8830
DGAA,large_airport,Kotoka International Airport,Accra,GH,GH-AA,ACC,205,5.6052,-0.1668
DGAH,medium_airport,Ho Airport,Ho,GH,GH-TV,,356,6.5797,0.5325
DGLE,medium_airport,Tamale Airport,Tamale,GH,GH-NP,TML,553,9.5572,-0.8632
DGLN,small_airport,Navrongo Airport,Navrongo,GH,GH-UE,,678,10.9431,-1.0874
DGLW,small_airport,Wa Airport,Wa,GH,GH-UW,WZA,1060,10.0827,-2.5077
DGLY,small_airport,Yendi Airport,Yendi,GH,GH-NP,,2408,9.4250,-0.0047
DGSI,medium_airport,Kumasi Airport,Kumasi,GH,GH-AH,KMS,942,6.7146,-1.5908
DGSN,medium_airport,Sunyani Airport,Sunyani,GH,GH-BO,NYI,1014,7.3618,-2.3288
DGTK,medium_airport,Takoradi Airport,Sekondi-Takoradi,GH,GH-WP,TKD,21,4.8961,-1.7748
DIAO,small_airport,Aboisso Airport,Aboisso,CI,CI-CM,ABO,95,5.4619,-3.2347
DIAP,medium_airport,Félix-Houphouët-Boigny International Airport,Abidjan,CI,CI-AB,ABJ,21,5.2614,-3.9263
DIAU,small_airport,Abengourou Airport,Abengourou,CI,CI-CM,OGO,676,6.7156,-3.4703
DIBC,small_airport,Bocanda Airport,Bocanda,CI,CI-LC,,427,7.0330,-4.5330
DIBI,small_airport,Boundiali Airport,Boundiali,CI,CI-SV,BXI,1286,9.5406,-6.4698
DIBK,medium_airport,Bouaké Airport,Bouaké,CI,CI-VB,BYK,1230,7.7388,-5.0737
DIBN,small_airport,Bouna Airport,Bouna,CI,CI-ZZ,BQO,1148,9.2556,-3.0333
DIBU,small_airport,Soko Airport,Bondoukou,CI,CI-ZZ,BDK,1247,8.0172,-2.7619
DIDB,small_airport,Dabou Airport,Dabou,CI,CI-LG,,141,5.3514,-4.4035
DIDK,small_airport,Dimbokro Airport,Dimbokro,CI,CI-LC,DIM,344,6.6517,-4.6406
DIDL,medium_airport,Daloa Airport,,CI,CI-SM,DJO,823,6.7928,-6.4732
DIGA,small_airport,Gagnoa Airport,Gagnoa,CI,CI-SM,GGN,732,6.1029,-5.9868
DIGL,small_airport,Guiglo Airport,Guiglo,CI,CI-MG,GGO,722,6.5347,-7.5268
DIGN,small_airport,Nero-Mer Airport,Grand-Béréby,CI,CI-BS,BBV,20,4.6434,-6.9240
DIKO,medium_airport,Korhogo Airport,Korhogo,CI,CI-SV,HGO,1214,9.3872,-5.5567
DIMN,medium_airport,Man Airport,,CI,CI-MG,MJC,1089,7.2721,-7.5874
DIOD,small_airport,Odienne Airport,Odienne,CI,CI-DN,KEO,1365,9.5395,-7.5613
DIOF,small_airport,Ouango Fitini Airport,Ouango Fitini,CI,CI-ZZ,OFI,974,9.6000,-4.0500
DISG,small_airport,Séguéla Airport,Séguéla,CI,CI-WR,SEO,1056,7.9600,-6.6442
DISP,medium_airport,San Pedro Airport,,CI,CI-BS,SPY,26,4.7467,-6.6608
DISS,small_airport,Sassandra Airport,Sassandra,CI,CI-BS,ZSS,203,4.9289,-6.1332
DITB,small_airport,Tabou Airport,Tabou,CI,CI-BS,TXU,39,4.4378,-7.3627
DITM,small_airport,Mahana Airport,Touba,CI,CI-WR,TOZ,1583,8.2934,-7.6740
DIYO,medium_airport,Yamoussoukro Airport,Yamoussoukro,CI,CI-YM,ASK,699,6.9032,-5.3656
DMDM,small_airport,Muhammadu Buhari International Cargo Airport,Kanguwol,NG,NG-YO,,1250,11.9441,11.8085
DNAA,large_airport,Nnamdi Azikiwe International Airport,Abuja,NG,NG-FC,ABV,1123,9.0068,7.2632
DNAI,medium_airport,Akwa Ibom International Airport,Uyo,NG,NG-AK,QUO,170,4.8725,8.0930
